Omega	MA1	MS1	alpha	svev
1.39087	509.217	235.491	-1.37557	820.747
2.56784	490.252	92.0467	0.566494	555.694
0.00806243	804.847	127.855	-0.0783127	90.2589
17.0588	857.61	143.937	1.45466	642.92
0.00222368	500.563	829.141	1.4068	801.528
0.00114502	522.758	574.348	0.983307	473.564
0.00862998	789.161	925.121	0.131822	752.45
0.00352623	592.169	632.746	-0.509443	827.101
0.000749416	818.236	909.707	-1.21689	400.581
0.223611	51.7535	844.088	-0.493971	793.179
0.0457331	921.944	464.359	1.07024	818.019
0.00564123	558.296	594.527	1.15036	803.897
0.27652	473.668	308.306	-1.36534	814.155
8.55051	832.653	617.538	1.55832	878.517
0.0141927	592.658	378.424	0.599747	538.451
3.68334e-05	61.1699	435.853	-0.925627	29.7157
0.227323	395.559	149.889	1.14984	318.697
0.875512	943.977	73.9467	-0.358445	209.562
0.12168	488.306	77.2437	1.45184	227.343
0.0345897	621.771	628.046	-1.40812	828.476
7.39557e-05	886.352	946.017	-1.23765	118.062
3.0793e-05	613.555	626.054	0.939006	102.969
0.02806	54.4782	516.69	-0.850976	490.31
0.0899011	902.543	727.254	-1.51617	435.055
41.1531	827.143	132.948	-0.530223	883.51
0.00749797	156.895	899.328	1.12092	717.411
0.0200767	926.572	632.515	0.332314	819.115
0.000196727	310.561	747.265	0.34328	657.901
0.0014708	743.282	785.645	-0.88344	715.597
8.77217e-08	461.699	506.739	-0.3252	18.6696
36.9887	73.4289	104.091	-0.118064	625.986
0.582678	781.346	376.879	1.48692	480.326
0.358757	459.827	69.4893	0.553231	305.222
0.104241	918.817	366.65	0.232905	533.366
0.00101624	949.165	803.726	1.38017	180.735
0.0548918	600.991	287.513	-0.664182	549.042
0.00574211	123.158	522.558	-0.369057	507.869
0.749239	79.2964	414.161	0.121675	779.232
8.02513e-10	468.252	482.86	-1.38675	2.14818
8.04226e-06	809.739	352.771	-0.699536	32.8536
0.00279893	372.26	487.696	-0.629832	953.476
25.1387	804.346	98.2118	-0.554744	873.78
0.000330783	851.938	780.199	1.05945	263.478
0.454836	117.712	619.875	0.0102239	126.692
0.00294054	192.433	648.312	-1.07907	885.894
0.00922082	112.473	676.762	-0.971348	695.558
0.00641735	209.622	303.151	0.107249	250.144
0.0689313	605.922	738.409	-1.50321	811.658
0.127921	276.105	225.216	1.49464	321.709
3.23637e-05	273.427	555.727	-1.28997	299.879
7.11731	385.926	97.1966	-1.13319	926.696
0.0392254	667.072	525.496	-0.161833	642.907
0.00293269	223.808	320.237	1.08037	605.405
2.64475e-05	946.999	305.688	-0.74602	35.6694
0.00378979	558.84	597.328	-1.02409	796.876
0.000115124	385.737	514.908	-0.995669	196.339
0.000501849	690.124	462.205	0.390401	159.669
4.78366	67.9323	626.252	1.44357	713.944
2.47831e-05	673.449	717.211	-0.335597	99.6974
0.00171976	292.707	452.006	-0.382155	841.822
0.0116137	722.242	281.259	-0.116882	223.028
0.00372794	536.947	519.802	0.765296	725.604
1.31645	167.13	151.842	-1.23644	917.706
0.00838588	616.75	453.493	0.0100082	290.209
4.59669e-05	865.698	807.001	-0.499603	128.327
0.0079054	483.253	409.342	1.33912	301.172
0.00975995	176.553	194.986	-1.0238	320.113
0.00145881	596.992	747.248	-0.281834	552.918
0.180799	78.5071	588.573	-0.456459	873.211
0.0051396	158.375	64.3365	0.228478	99.2073
0.00211463	166.179	921.789	-0.783635	679.477
3.74945e-05	425.282	843.081	0.813077	753.993
0.00018054	700.082	410.229	-0.555084	100.682
0.00102076	769.571	562.099	-0.930836	250.318
0.00142317	707.085	887.26	1.38273	378.442
0.0535677	684.509	251.16	-0.509367	351.076
0.00156914	789.733	761.786	0.743565	692.875
0.00107604	776.123	939.71	1.38966	310.101
0.000620705	911.499	901.985	1.36939	193.71
0.00336097	795.066	765.034	-0.395208	695.006
0.00856034	225.263	902.372	0.157596	697.815
12.7897	514.471	168.52	1.55276	754.116
0.00686623	105.781	306.342	-0.797419	934.463
0.0331073	507.502	298.944	0.838769	584.453
0.00591297	110.731	781.775	-0.533251	504.169
0.00449011	771.485	468.955	1.17584	273.33
0.00250322	420.94	504.386	0.81327	810.362
7.29001e-06	319.42	797.527	-0.816792	133.94
0.260635	749.899	539.637	-0.0185587	790.381
0.00847954	658.158	430.475	-0.64797	488.864
1.57423	686.817	161.56	0.746787	540.379
0.570508	410.504	57.5335	-0.892495	505.193
0.0188603	789.309	786.896	-0.100409	546.625
0.0502408	305.852	187.243	0.386744	342.978
0.00188859	641.628	513.544	0.617121	382.594
0.00174186	361.072	703.953	1.43483	936.506
0.000487939	293.59	895.249	-1.18344	451.362
0.000738622	375.724	911.268	1.40236	417.629
0.00737157	122.828	219.915	-1.35249	684.412
0.00770407	227.448	798.414	-0.0581818	286.115
6.33231	635.31	312.655	-1.5123	949.569
3.71372	449.898	71.3292	1.36541	642.081
0.00681013	534.874	560.752	-1.25131	631.429
4.95914e-06	314.705	508.306	1.20758	59.3578
1.83524e-08	453.555	432.257	0.203489	8.67686
0.0693744	393.525	225.73	0.974869	511.648
2.23003	395.644	198.681	-0.117452	879.921
0.0112169	947.094	854.252	0.25514	944.15
0.00802345	216.907	267.4	0.462179	600.233
0.0413272	288.729	241.52	0.407726	582.159
0.00190458	752.273	760.906	0.955054	731.748
0.000370719	319.212	676.464	-1.337	688.698
0.0410151	158.721	185.316	0.777605	639.553
3.74029	361.046	443.868	0.00784043	558.272
0.000455105	592.548	868.283	0.721484	965.144
0.000330353	772.535	869.631	0.312912	311.558
0.0247258	187.031	795.614	1.53394	247.472
0.0404835	87.1338	364.578	-0.259145	618.434
0.000380499	175.484	868.911	1.01022	222.293
0.0465517	595.376	531.657	-0.193048	896.087
6.72475e-05	666.973	719.51	0.712432	186.884
0.0257047	213.377	224.942	-1.47299	230.041
1.99077	143.225	114.491	0.893349	761.027
0.00674693	934.122	617.616	1.27674	384.581
0.00837497	463.229	511.449	-1.14789	894.774
0.109815	826.027	746.277	0.00126733	552.575
0.811317	665.189	246.154	-1.56552	322.644
0.00175899	727.811	613.669	-0.661256	440.789
3.86328e-07	383.179	271.004	-0.192738	17.2737
0.108735	445.945	257.513	0.162513	470.312
4.09771e-05	322.004	698.051	0.13673	336.755
0.00361107	365.666	360.132	-0.676747	450.472
0.000312233	821.58	924.194	0.973529	419.781
0.000613471	720.472	619.028	0.689778	310.977
3.12001	815.182	195.323	-0.224588	721.52
0.00548833	758.992	710.885	0.324607	718.309
2.76205e-05	931.889	510.581	-1.07452	42.9331
23.8818	718.094	91.2102	-0.251904	709.988
0.502209	739.261	421.935	-1.43083	963.376
0.00105236	732.067	723.504	-1.20453	329.809
0.625457	697.699	263.081	0.361798	926.543
3.13801	832.109	100.372	-0.111107	335.392
0.000320933	245.695	600.055	0.688674	893.252
0.230595	360.94	378.061	-1.55444	323.215
6.77573e-05	838.642	835.586	-0.548629	164.013
0.00832651	876.797	687.669	0.372581	745.437
0.00332431	159.604	943.059	0.579649	663.486
0.00546753	716.563	704.807	1.19266	801.293
0.0117287	917.887	796.573	-0.124751	495.304
0.00405593	846.945	786.262	1.04718	924.999
0.000148687	436.316	837.571	-1.24742	552.988
0.00012637	265.632	294.185	0.863088	109.032
6.5969e-05	179.771	810.75	-1.20681	100.995
0.0915143	548.419	407.845	-1.37334	734.722
0.00121058	400.904	543.609	0.551605	747.614
1.04223	298.416	95.0129	-1.16076	555.661
0.00941149	841.586	514.159	-0.815755	591.218
1.28884e-06	350.421	613.587	0.832629	74.5928
8.04757e-05	501.157	928.496	0.82637	868.099
5.68979e-05	272.681	624.08	0.756736	538.233
0.00503583	484.83	582.074	-0.340504	856.88
2.68249	939.919	231.646	-1.45474	455.013
0.222521	725.255	290.966	-0.381101	712.811
1.3985	335.979	140.017	-1.48817	509.701
0.00513684	604.176	356.274	-0.950979	267.372
0.0381356	919.861	797.265	1.41231	962.366
0.983422	775.762	275.329	-0.101165	712.882
0.246792	849.409	108.87	-1.4017	209.466
0.000295973	640.944	859.916	-0.404084	445.994
0.0850591	141.562	158.758	0.456798	408.91
4.31645e-07	399.724	529.975	1.1059	25.0709
2.02557	619.992	180.462	0.648225	878.441
0.000165215	486.737	829.363	-0.788303	903.727
0.000253681	676.628	870.1	-0.151502	199.429
7.21532	195.429	165.423	0.00833987	919.654
0.748994	224.294	51.7277	-1.41428	556.924
0.000950374	861.644	796.563	1.10039	421.775
4.54255	905.322	517.786	-1.55961	496.172
0.0215692	97.761	710.51	-0.505985	855.725
4.98452e-07	840.972	904.016	0.585567	46.231
7.45475	783.379	170.686	-0.426876	935.532
2.91955	90.7857	711.923	0.0349283	816.081
1.38961e-07	827.346	563.228	-0.920784	14.7589
0.00165832	564.955	660.129	-1.39054	257.469
0.367106	506.693	412.979	-0.081685	907.734
0.114773	880.765	349.827	-0.132594	478.083
0.463587	110.337	807.809	1.49584	796.937
0.0400114	761.825	588.199	1.40083	662.869
0.283139	708.884	163.325	0.332324	310.71
0.0137201	825.248	167.605	0.871513	117.783
0.321895	680.833	266.938	0.707186	984.332
0.00554975	877.067	671.112	-0.712834	782.7
0.00122171	134.09	252.191	-0.231221	747.35
0.175118	552.018	662.835	-1.51894	884.31
0.00374651	520.644	639.66	0.392191	992.653
0.000302114	277.858	842.681	-0.584793	571.166
0.506966	56.0061	82.8829	1.52452	919.717
0.00307746	200.488	722.298	1.15629	762.918
0.0730458	939.236	388.081	1.15653	593.571
0.00150231	109.193	849.496	1.27864	142.091
0.000892802	151.688	245.838	-1.07064	334.07
0.024322	858.673	201.52	0.536534	176.534
0.000736346	791.18	829.724	-0.24673	296.327
0.0162251	722.405	639.459	-1.32981	735.583
1.77288e-06	672.342	792.193	0.797305	62.9165
0.222996	564.491	243.512	1.12689	622.228
0.00203477	581.594	831.261	0.187541	727.108
0.000697324	730.757	770.093	0.491439	467.233
0.421705	65.9305	942.209	1.16045	815.818
0.00456198	193.729	802.211	1.30761	540.627
1.02003	681.934	115.707	1.51812	338.352
0.00060807	705.166	159.727	-0.159386	60.8803
0.000434219	901.92	792.415	-0.253042	203.853
0.252871	85.9273	54.4907	0.0572853	278.876
3.35829e-05	835.751	540.167	0.410226	78.8526
0.114557	360.26	142.378	0.406691	287.722
0.174826	134.587	85.1034	-0.432178	499.338
0.000995759	837.314	604.714	-0.773823	279.381
0.00793927	670.421	317.171	0.241722	237.679
2.61102e-06	426.897	256.337	-0.259748	27.1819
0.118283	98.7524	153.436	-0.423007	836.937
0.0207523	157.926	915.366	-1.27521	883.704
10.6756	505.533	60.5091	1.54873	724.943
0.236586	152.888	159.139	1.10232	622.807
4.03905e-05	194.243	492.776	-0.916385	214.101
0.0352587	147.491	679.016	-1.46064	462.528
0.005677	946.186	624.392	0.935189	612.393
0.591747	830.73	96.5963	-0.268489	215.785
0.00616778	200.032	647.13	1.32464	780.11
2.45246e-08	612.496	716.363	-0.670351	16.7196
0.000251563	726.872	861.823	-1.1588	280.316
1.35544	70.9622	225.804	1.15108	982.042
5.3287e-05	668.58	533.025	-0.994122	75.6301
7.07896e-05	262.041	797.567	0.928763	219.406
0.000110527	471.959	777.483	-0.843947	593.721
0.0288518	824.079	433.212	-0.514214	646.255
0.00199099	130.341	296.333	-1.48663	258.71
0.000545726	62.6954	583.706	0.673127	314.097
0.00024684	495.529	794.686	0.836247	845.56
24.8214	70.4903	686.561	0.0575648	632.953
0.000620344	269.586	878.458	0.659981	702.183
3.55857	726.025	139.125	-0.0641324	506.207
0.062548	866.607	371.165	-0.879702	711.239
0.000825428	754.377	782.843	0.840154	556.746
0.914348	129.176	146.867	1.16839	794.425
0.031002	680.573	438.42	-1.25011	586.585
0.000272323	283.106	500.765	-0.956085	868.397
0.000172232	237.326	424.289	-0.685578	714.278
0.0175442	352.747	497.809	-0.150403	991.86
0.0140152	586.933	628.395	-1.29583	931.779
0.00654711	949.56	827.428	0.0123581	308.199
0.465729	660.272	109.024	0.886405	272.092
0.00602162	205.891	266.208	0.835829	654.406
0.00467182	654.628	712.757	1.17448	868.264
3.36247e-05	263.522	755.159	1.35345	70.4485
0.0117853	229.448	233.997	-0.171571	213.377
0.0228495	681.806	796.301	0.112384	897.615
2.61943e-05	474.696	887.723	-0.63272	623.674
43.2254	765.152	116.506	-0.0898664	802.73
0.00703791	175.53	866.846	-0.0857887	254.293
0.0292957	183.054	146.189	-0.588451	239.507
0.0119942	808.947	280.452	1.0042	187.353
0.091593	85.611	916.747	-1.31783	750.712
2.61506e-05	200.744	431.079	-0.820098	526.382
0.002838	277.38	408.223	1.16082	774.953
1.79178e-05	345.946	923.568	0.705375	168.931
0.0023385	90.0743	454.522	-1.18299	196.727
6.26215e-05	371.367	801.392	-0.992728	596.538
0.0315952	897.581	664.911	0.0154336	497.199
1.54492	895.363	117.52	0.895452	325.235
1.12613	84.2662	402.315	1.50438	865.687
6.40977e-05	783.393	943.288	-0.924989	218.597
0.000784855	401.511	268.849	-1.35866	75.9917
0.00126306	242.417	939.178	0.689255	792.261
0.00708682	443.7	445.076	-0.759248	842.996
0.000221502	296.468	895.122	0.92526	442.887
0.000525765	610.033	611.592	-0.893437	300.133
8.97033e-12	679.112	829.574	0.19337	1.64078
0.000153766	281.889	732.404	0.744831	540.871
23.4524	725.692	65.9486	-1.34292	942.711
3.91143e-05	284.798	888.903	-1.12677	140.921
0.120855	878.081	683.215	-0.0795354	860.873
0.0390951	178.291	207.802	-0.447567	733.274
0.000201324	152.924	456.338	-0.262642	152.902
0.00568779	117.93	619.385	0.743362	632.377
2.88676e-05	498.96	804.725	0.86234	298.873
0.00441214	587.129	458.809	0.805814	512.067
2.17405e-05	474.757	922.186	-0.478845	829.205
0.0290866	861.089	364.685	0.731485	489.427
0.00146535	97.8997	896.476	1.0094	208.315
1.56651e-05	154.279	347.801	-0.955775	179.657
0.149077	754.139	269.757	-0.847521	612.554
0.525976	839.142	288.515	1.12423	966.878
0.0578851	143.239	179.531	-0.390597	632.713
3.25376e-06	588.34	915.082	0.629602	133.035
0.000180485	887.268	533.213	-1.35054	48.9395
7.79276	847.898	59.4227	1.04146	803.145
0.0123482	905.899	798.479	1.38159	653.155
0.000371639	196.28	722.937	-1.36074	136.407
0.26171	942.695	287.541	1.39772	297.792
0.0183706	526.056	441.598	1.15833	802.961
0.0024259	571.13	388.89	0.416418	245.133
0.00138638	353.972	392.852	-1.01414	333.626
0.630676	876.065	95.2209	-0.728711	248.05
0.000290619	104.644	727.124	0.956309	100.452
0.065761	575.603	841.748	-1.534	744.433
9.01281e-05	614.685	388.101	0.774517	79.4994
0.0136813	625.642	494.789	0.374826	691.754
0.00231529	886.387	709.156	-1.04127	488.531
23.9771	148.046	170.656	0.0262376	801.302
0.000416776	513.508	889.555	-0.167489	685.855
0.013269	934.775	782.854	-0.210932	715.016
0.000271077	559.978	933.294	-1.4332	238.023
0.00107788	825.042	170.682	-1.09753	56.4573
0.424944	508.783	579.765	-0.0358594	897.285
0.000213238	124.554	586.324	-1.10157	108.788
0.244938	345.48	157.116	-1.53261	318.596
0.104167	277.772	235.444	-0.197132	520.987
0.00255281	174.998	588.801	0.842223	884.053
0.000800315	421.655	444.386	-1.18761	201.745
0.0263365	427.681	249.154	1.50668	166.604
0.0161158	369.836	74.6779	-0.688628	131.108
0.000895359	604.443	839.556	1.14709	769.619
1.59865e-07	475.88	349.166	0.624816	15.4778
0.089179	456.281	258.394	0.947223	711.33
0.0547774	443.837	160.429	0.642466	239.523
0.00441857	699.23	656.184	0.240281	473.119
0.00738065	150.57	827.801	-1.14883	698.756
4.61458e-05	126.955	269.733	0.0986136	114.796
6.09351e-05	294.411	573.423	-0.185733	812.38
0.00881536	462.979	338.453	1.21773	306.705
0.229634	637.619	317.787	1.35737	586.914
0.000360242	526.181	925.104	-1.24302	733.843
0.00763677	135.533	303.285	1.46614	809.028
0.208727	909.469	267.463	0.994009	543.628
6.27628	145.264	108.167	-1.36122	950.769
0.00195597	327.9	419.263	-0.969635	598.502
0.00394071	942.686	894.421	0.252413	632.602
1.48674	282.874	99.015	-0.154756	468.493
0.416926	366.802	154.743	1.29326	383.423
6.96013e-08	129.847	792.345	1.19724	16.9754
0.00250593	145.631	401.856	-0.993512	847.932
3.22768e-11	619.319	905.791	-1.37846	1.15804
0.00174206	63.9576	703.429	0.749037	128.804
0.002548	172.693	555.815	-0.552021	929.852
0.0429886	500.235	385.333	-1.16805	904.727
3.11465e-05	434.348	915.569	0.813705	579.36
0.00654508	120.313	667.994	0.876681	670.998
0.00477855	510.339	507.135	-1.04664	660.488
0.0199076	858.991	365.682	0.369903	351.249
0.00171069	321.473	776.209	0.0988209	679.287
0.0230711	529.638	229.697	-0.574456	270.612
0.00734288	735.511	541.457	0.531733	641.79
0.0629455	876.79	388.754	-0.747885	797.657
4.7546e-08	354.323	672.457	-0.484718	21.9301
6.24014e-07	390.451	756.423	-0.263069	125.641
0.000750002	313.558	890.336	1.22449	583.524
0.0476337	306.018	217.829	-0.968484	508.003
0.00352542	944.037	943.753	0.270495	723.454
0.00797885	223.45	540.21	0.0826417	903.343
0.00644112	131.666	943.715	1.42754	196.366
0.063586	382.469	263.564	-1.54128	217.126
0.00465145	886.021	481.885	0.652028	355.751
4.49142e-06	288.307	686.225	-0.605726	124.686
0.000485653	626.561	684.022	0.181046	197.761
0.096169	851.851	475.275	1.33545	749.601
0.00833136	469.028	422.992	1.20738	511.678
0.00332946	913.202	595.569	0.497343	411.215
0.00451625	589.283	796.147	-1.41418	613.098
0.00129283	109.711	422.92	1.47219	60.1906
1.61497	854.805	769.973	1.5559	676.484
0.00117957	506.198	499.467	-1.07124	303.148
4.55649e-05	233.489	469.394	-1.10738	716.926
0.000256719	894.669	575.409	-1.2729	73.5257
0.255132	948.401	400.791	-0.301253	979.163
0.0004376	946.36	657.615	1.43677	63.3549
5.29616e-07	503.763	109.796	0.298952	8.183
0.14942	482.716	265.94	0.221566	564.209
0.022881	85.913	831.412	-0.392626	566.219
0.117152	380.879	275.611	0.146995	534.503
0.00595856	695.005	740.208	0.224687	694.606
0.000162273	365.617	630.936	0.487554	666.676
1.12489e-05	81.7275	159.547	-0.474664	60.242
0.253998	767.162	332.093	-1.47275	306.94
0.112379	391.889	221.127	-0.625091	626.742
0.013005	437.067	443.605	1.13309	871.682
0.000126208	325.016	742.759	-0.0943173	236.46
0.0005789	68.3708	689.961	0.544177	17.7509
7.23848e-06	480.169	869.971	0.744822	245.492
0.002894	550.908	456.421	1.03249	392.885
0.00060199	565.968	485.427	0.288451	178.384
0.221805	767.52	274.454	-0.407955	623.402
0.00205867	445.581	538.452	-1.01436	671.5
0.000137795	932.057	296.14	1.16116	38.7551
0.00333314	88.8992	370.719	-0.673439	340.247
0.00066706	110.679	233.233	-1.37089	958.896
0.096344	153.204	223.696	0.142588	800.917
0.0014184	630.116	546.44	0.537951	374.665
0.00377269	81.867	847.469	-0.886334	263.789
0.00148589	171.923	283.267	1.04506	588.427
6.28318e-06	771.72	92.8088	0.235633	10.7626
3.22278e-05	338.949	755.779	0.88585	445.168
0.000733316	176.498	73.8204	-0.426392	68.5448
0.00792939	257.053	255.764	-0.917425	428.481
1.54054	429.459	164.661	-0.487795	753.609
6.48419e-06	661.101	301.116	-1.36284	16.9493
0.000315923	198.585	834.873	0.673585	284.782
0.00091092	168.14	551.15	-0.626545	547.514
0.330193	593.958	338.163	1.36087	875.693
0.0241311	143.942	754.489	1.3366	715.438
0.000489114	778.309	695.873	-0.801315	290.438
2.17916	901.636	235.643	-1.44736	453.455
0.0016951	350.304	409.988	-0.415056	384.637
0.104706	661.103	696.33	-1.53099	434.645
0.105025	581.203	296.727	1.08102	727.354
0.100563	797.877	68.2081	0.69584	145.518
0.0259588	356.371	382.841	-0.203033	655.016
0.0021008	187.33	635.497	-0.173438	361.464
3.34736	381.37	178.371	1.45085	690.037
6.62791e-11	364.014	396.62	-0.58292	2.11094
4.99494	756.608	154.772	0.573579	682.652
0.176357	801.102	430.096	-0.112709	695.553
0.00570456	676.823	457.596	-0.236299	308.913
0.00010654	475.804	770.853	0.0862189	147.13
0.0015891	203.694	341.278	0.984977	962.854
0.000197348	926.775	903.243	-0.554931	259.063
0.000107095	131.614	307.664	-0.49517	285.896
0.140982	654.284	355.251	-0.189794	657.177
1.95051e-05	460.023	785.669	-0.136515	123.04
0.0374099	265.765	256.002	-0.659296	920.749
0.00512033	663.597	825.08	1.37039	715.208
0.00988688	645.933	433.823	-1.08419	464.19
0.594999	725.101	254.065	1.04589	968.45
3.17405e-06	207.308	447.313	0.704679	157.122
5.93221e-06	704.977	701.17	-0.736803	67.6221
0.0254631	106.421	794.496	-0.316741	705.35
0.0793917	630.165	748.754	0.0574026	855.868
0.0576396	54.7558	521.001	1.20752	808.603
0.0352661	396.081	305.806	0.587664	820.755
0.020277	689.629	779.331	-1.42414	842.108
2.57129	83.396	82.2905	-0.123115	879.72
0.00376501	479.604	276.625	-0.905115	185.932
0.460221	927.796	214.175	-0.926489	477.884
0.0116282	58.6704	463.993	-1.45136	604.663
0.00128008	262.747	378.232	0.484628	556.734
0.0324454	849.233	373.284	-0.81157	539.09
0.00169866	629.09	743.61	-0.714491	928.8
0.0465388	572.941	228.967	-0.458256	319.933
1.13039	261.258	50.055	0.371186	815.129
0.00739559	276.68	326.666	0.666232	830.215
0.00528634	490.84	519.283	-0.85704	917.24
0.00330898	933.275	789.355	-0.00170824	265.949
3.40899e-05	217.586	673.112	-0.886551	154.564
0.0180264	96.3958	399.38	-1.33755	460.012
