sqrts	xsec	
283.398	6.07078e-08	
283.496	6.06295e-08	
283.594	6.05513e-08	
283.692	6.04733e-08	
283.79	6.03955e-08	
283.888	6.03178e-08	
283.986	6.02403e-08	
284.084	6.0163e-08	
284.182	6.00858e-08	
284.28	6.00088e-08	
284.378	5.99319e-08	
284.476	5.98552e-08	
284.574	5.97787e-08	
284.672	5.97023e-08	
284.77	5.96261e-08	
284.868	5.955e-08	
284.966	5.94741e-08	
285.064	5.93984e-08	
285.162	5.93228e-08	
285.26	5.92474e-08	
285.358	5.91722e-08	
285.456	5.90971e-08	
285.554	5.90221e-08	
285.652	5.89473e-08	
285.75	5.88727e-08	
285.848	5.87982e-08	
285.946	5.87239e-08	
286.044	5.86498e-08	
286.142	5.85757e-08	
286.24	5.85019e-08	
286.338	5.84282e-08	
286.436	5.83546e-08	
286.534	5.82812e-08	
286.632	5.8208e-08	
286.73	5.81349e-08	
286.828	5.80619e-08	
286.926	5.79892e-08	
287.024	5.79165e-08	
287.122	5.7844e-08	
287.22	5.77717e-08	
287.318	5.76995e-08	
287.416	5.76274e-08	
287.514	5.75555e-08	
287.612	5.74838e-08	
287.71	5.74122e-08	
287.808	5.73407e-08	
287.906	5.72694e-08	
288.004	5.71982e-08	
288.102	5.71272e-08	
288.2	5.70563e-08	
288.298	5.69856e-08	
288.396	5.6915e-08	
288.494	5.68446e-08	
288.592	5.67743e-08	
288.69	5.67041e-08	
288.788	5.66341e-08	
288.886	5.65642e-08	
288.984	5.64945e-08	
289.082	5.64249e-08	
289.18	5.63554e-08	
289.278	5.62861e-08	
289.376	5.6217e-08	
289.474	5.61479e-08	
289.572	5.6079e-08	
289.67	5.60103e-08	
289.768	5.59417e-08	
289.866	5.58732e-08	
289.964	5.58048e-08	
290.062	5.57366e-08	
290.16	5.56686e-08	
290.258	5.56007e-08	
290.356	5.55329e-08	
290.454	5.54652e-08	
290.552	5.53977e-08	
290.65	5.53303e-08	
290.748	5.5263e-08	
290.846	5.51959e-08	
290.944	5.51289e-08	
291.042	5.50621e-08	
291.14	5.49954e-08	
291.238	5.49288e-08	
291.336	5.48623e-08	
291.434	5.4796e-08	
291.532	5.47298e-08	
291.63	5.46637e-08	
291.728	5.45978e-08	
291.826	5.4532e-08	
291.924	5.44663e-08	
292.022	5.44008e-08	
292.12	5.43354e-08	
292.218	5.42701e-08	
292.316	5.4205e-08	
292.414	5.41399e-08	
292.512	5.4075e-08	
292.61	5.40103e-08	
292.708	5.39456e-08	
292.806	5.38811e-08	
292.904	5.38167e-08	
293.002	5.37525e-08	
293.1	5.36883e-08	
293.198	5.36243e-08	
293.296	5.35604e-08	
293.394	5.34967e-08	
293.492	5.3433e-08	
293.59	5.33695e-08	
293.688	5.33061e-08	
293.786	5.32428e-08	
293.884	5.31797e-08	
293.982	5.31167e-08	
294.08	5.30538e-08	
294.178	5.2991e-08	
294.276	5.29283e-08	
294.374	5.28658e-08	
294.472	5.28034e-08	
294.57	5.27411e-08	
294.668	5.26789e-08	
294.766	5.26169e-08	
294.864	5.25549e-08	
294.962	5.24931e-08	
295.06	5.24314e-08	
295.158	5.23698e-08	
295.256	5.23084e-08	
295.354	5.2247e-08	
295.452	5.21858e-08	
295.55	5.21247e-08	
295.648	5.20637e-08	
295.746	5.20028e-08	
295.844	5.19421e-08	
295.942	5.18814e-08	
296.04	5.18209e-08	
296.138	5.17605e-08	
296.236	5.17002e-08	
296.334	5.164e-08	
296.432	5.158e-08	
296.53	5.152e-08	
296.628	5.14602e-08	
296.726	5.14004e-08	
296.824	5.13408e-08	
296.922	5.12813e-08	
